FAC_DET_REP,SITE_ADDRESS,Longitude,ID,EPA_REGISTRY_ID,SITE_CITY,SITE_ZIP,Latitude,CDR_SUB_CNT,Public_CDR_SUBMISSIONS_SITE_NAME,County-State
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000445929,1801 NORTH SANTA FE STREET,-95.45269,419.0,110000445929,CHANUTE,66720-1383,37.696260001,5.0,ASH GROVE CEMENT CO,Neosho-KS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110017417776,33060 SHIRTTAIL CREEK ROAD,-117.46293,422.0,110017417776,DURKEE,97905-,44.586020001,4.0,ASH GROVE CEMENT CO,BAKER-OR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000597729,4457 HWY. 108,-94.42379,421.0,110000597729,FOREMAN,71836-9025,33.695700001,5.0,ASH GROVE CEMENT CO,Little River-AR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000595197,100 HIGHWAY 518,-111.91111,423.0,110000595197,CLANCY,59634-9665,46.567290001,5.0,ASH GROVE CEMENT CO MONTANA CITY PLANT,Jefferson-MT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015530291,1312 N THIERMAN RD,-117.31466,424.0,110015530291,SPOKANE,99212-1125,47.668850001,5.0,ASH GROVE CEMENT CO SPOKANE,Spokane-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038166383,6 MILES EAST ON HWY 132,-112.27999,425.0,110038166383,LEAMINGTON,84638,39.535280001,4.0,"ASH GROVE CEMENT CO. LEAMINGTON, UTAH",Juab-UT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043795783,3801 EAST MARGINAL WAY SOUTH,-122.33968,426.0,110043795783,SEATTLE,98134,47.568600001,4.0,ASH GROVE CEMENT COMAPNY-SEATTLE,King-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,3737 N. Port Center Way,-122.696134996,427.0,PENDING,Portland,97217,45.553948858,8.0,Ash Grove Cement Company,Multnomah-OR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000459192,900 GIFCO ROAD,-97.00567,428.0,110000459192,MIDLOTHIAN,76065-4364,32.518390001,5.0,ASH GROVE TEXAS LP,Ellis-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000385011,3509 MIDDLE RD.,-80.75029,429.0,110000385011,ASHTABULA,44004,41.895800001,4.0,ASHTA CHEMICALS INC,Ashtabula-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,6329 Rte. 21,-77.753568043,430.0,,Alfred,14802,42.274175524,2.0,ASK Chemicals Hi-Tech LLC,Allegany-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,2191 W. 110th St.,-81.762761745,431.0,,Cleveland,44102,41.472661477,5.0,ASK Chemicals L.P.,Cuyahoga-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,3555 Atlanta Pkwy,-84.49654,432.0,,Atlanta,30331,33.798970001,7.0,ASK Chemicals Metallurgy Inc.,Fulton-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008598669,ST RTE 7,-81.45222,433.0,110008598669,MARIETTA,45750,39.423240001,2.0,ASPHALT MATERIAL & CONST INC,Washington-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110032883896,4902 W 86TH ST,-86.243139216,435.0,110032883896,INDIANAPOLIS,46268,39.91139072,2.0,ASPHALT MATERIALS INC,Marion-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110004606980,940 N WYNN RD,-83.42947,434.0,110004606980,OREGON,43616,41.670080001,2.0,ASPHALT MATERIALS INC,Lucas-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110006295801,184 MARION-WILLIAMSPORT RD W,-83.133733511,436.0,110006295801,MARION,43302-9323,40.614810001,2.0,ASPHALT MATERIALS INC MARION PLANT,Marion-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110003256921,300 E DIXIE AVE,-85.85592,437.0,110003256921,ELIZABETHTOWN,427022454,37.691620001,1.0,"ASPHALT MATERIALS, INC.",Harding-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008056520,5201 CAUSEWAY BLVD,-82.39732,438.0,110008056520,TAMPA,33619,27.922890001,1.0,ASSOCIATED ASPHALT TAMPA LLC,Hillsborough-FL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000606336,41 SAINT JUDE INDUSTRIAL PARK,-89.60841,439.0,110000606336,MARSTON,63866,36.516760001,2.0,ASSOCIATED ELECTRIC COOPERATIVE INC NEW MADRID POWER PLANT,New Madrid-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110024840163,126 MEMORIAL DR,-72.5425,440.0,110024840163,SPRINGFIELD,011020000,42.138750001,3.0,ASTRO CHEMICALS INC,Hampden-MA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000417228,5481 S PACKARD AVE,-87.85995,441.0,110000417228,CUDAHY,531102244,42.944600001,2.0,ATI LADISH FORGING,Milwaukee-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110032633559,12633 NORTH ROWLEY ROAD,-112.73335,442.0,110032633559,GRANTSVILLE,84029,40.760260001,2.0,ATI TITANIUM LLC,Tooele-UT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043476495,MO HWY 7 AND 78,-94.36168,443.0,110043476495,INDEPENDENCE,64051,39.114930001,3.0,ATK - SMALL CALIBER SYSTEMS,JACKSON-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,2299 Snake River Avenue,-117.03654522,444.0,PENDING,Lewiston,83501,46.395898689,1.0,ATK Ammunition CCI/Speer - CCI,Nez Perce-ID
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,180 Southport Avenue,-117.02857,445.0,PENDING,Lewiston,83501,46.369170001,3.0,ATK Ammunition CCI/Speer - Southport,Nez Perce-ID
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1023 Snake River Avenue,-117.033164871,446.0,PENDING,Lewiston,83501,46.410144559,1.0,ATK Ammunition CCI/Speer - Speer,Nez Perce-ID
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043808145,5000 SOUTH 8400 WEST,-112.091903498,447.0,110043808145,MAGNA,84044,40.668293042,1.0,ATK LAUNCH SYSTEMS INC,SALT LAKE-UT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000345010,210 STATE ROUTE 956,-78.97718,448.0,110000345010,KEYSER,267263548,39.440520001,1.0,ATK-ALLEGANY BALLISTICS LAB (NIROP),Mineral-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,500 Great Southwest Pkwy.,-84.56701,449.0,PENDING,Atlanta,30336,33.745330001,1.0,Atlanta Service Warehouse,Fulton-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041149487,2803 INDUSTRIAL DRIVE,-117.36905,450.0,110041149487,BLOOMINGTON,92316-3249,34.051050001,8.0,ATLAS PACIFIC CORPORATION,San Bernardino-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000355348,1750 OVERVIEW DR.,-80.95024,451.0,110000355348,ROCK HILL,297312000,34.947010001,14.0,ATOTECH USA,YORK-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110044977184,35840 BEATTIE DR,-83.04031,452.0,110044977184,STERLING HEIGHTS,48312,42.556960001,2.0,ATOTECH USA INC,MACOMB-MI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000380999,3055 OHIO DR.,-87.63308,453.0,110000380999,HENDERSON,42420,37.806030001,2.0,AUDUBON METALS LLC,HENDERSON-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,733 Laney Walker Blvd. Ext.,-81.971213171,454.0,PENDING,Augusta,30903,33.46268683,2.0,Augusta.,Richmond-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043208908,1550 DEWBERRY RD,-81.862443427,455.0,110043208908,SPARTANBURG,29307,35.030257483,6.0,AURIGA POLYMERS INC.,Spartanburg-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1206 First Avenue,-147.58419,456.0,PENDING,Fairbanks,99701,64.964020001,1.0,"Aurora Energy, LLC",FNSB-AK
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040863081,1995 GREENFIELD AVE,-88.341976315,457.0,110040863081,MONTGOMERY,60538-1140,41.710779142,1.0,AURORA METALS DIV LLC,Kane-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000395242,430 POWDER PLANT RD.,-82.34429,458.0,110000395242,MC ARTHUR,456510317,40.443340001,3.0,AUSTIN POWDER EMULSION,Vinton-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008060702,14001 MCNEIL ROAD,-97.705908158,459.0,110008060702,AUSTIN,78728-6310,30.446520527,1.0,AUSTIN WHITE LIME CO,Travis-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002053250,6155 EAST U.S. ROUTE 6,-88.04764,460.0,110002053250,MORRIS,60450-9020,41.589890001,8.0,AUX SABLE LIQUID PRODUCTS INC,Grundy-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110045552763,1638 74TH AVE NW,-102.22437,461.0,110045552763,PALERMO,58769,48.095510001,1.0,AUX SABLE MIDSTREAM LLC,Mountrail-ND
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,600 N. Broad St.,-75.197466681,463.0,PENDING,Phillipsburg,08865,40.701121595,19.0,Avantor Performance Materials,Warren-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110006749992,7001 BYPASS RD,-84.275,462.0,110006749992,PARIS,40361-2147,38.203260001,10.0,AVANTOR PERFORMANCE MATERIALS,Bourbon-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,7201 Port Road,-87.87325,464.0,PENDING,Mt. Vernon,47620,37.951130001,1.0,Aventine Renewable Energy - Mt. Vernon LLC,Posey-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000438036,1300 SOUTH 2ND STREET,-89.65954,465.0,110000438036,PEKIN,61554-5402,40.556710001,2.0,AVENTINE RENEWABLE ENERGY INC,Tazewell-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038158301,50 POINTE DRIVE,-117.8776,466.0,110038158301,BREA,92821,33.927590001,5.0,AVERY DENNISON OFFICE PRODUCTS COMPANY,Orange-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000385173,33570 LAKE ROAD,-82.05278,467.0,110000385173,AVON LAKE,44012-1108,41.503740001,1.0,AVON LAKE POWER PLANT,Lorain-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1778 Monsanto Way,-122.053723217,468.0,PENDING,Martinez,94553-1448,38.023419562,4.0,Avon Plant,Contra Costa-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110013700655,801 17TH AVENUE,-79.05473,469.0,110013700655,MYRTLE BEACH,29577-4245,33.852500001,5.0,AVX CORP MYRTLE BEACH,Horry-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,74 Catalyst Drive,-81.26932,470.0,PENDING,Belmont,26134,39.376400001,1.0,"Axens North America, Inc",Pleasants-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,149 Westchester Ave,-73.665528242,471.0,PENDING,Pt Chester,10573,41.001317065,4.0,Ayers International Corp,Westchester-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110033144354,50-70 MEISTER AVE,-74.697015446,472.0,110033144354,BRANCHBURG,08876-3440,40.601457254,6.0,AZ ELECTRONIC MATERIALS USA CORP,Somerset-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,P.O. Box 17610,-79.83587,473.0,,Pittsburgh,15235,40.460730001,22.0,Azalea Color Company,Allegheny-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110045481554,202 4 AVE,-108.56794,474.0,110045481554,GRAND JUNCTION,81501,39.059350001,1.0,B K E P MATERIALS GRAND JUNCTION,Mesa-CO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038166365,820 WEST 17TH STREET,-89.666639871,475.0,110038166365,MONROE,53566-2393,42.59489233,2.0,BADGER STATE ETHANOL INC,Green-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,15806 92nd St SW,-103.660455748,476.0,,Rhame,58651,46.090012458,1.0,Badlands Gas Plant,Bowman-ND
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110012705796,5890 HIGHLAND RIDGE DRIVE,-84.500187661,477.0,110012705796,CINCINNATI,45232-1440,39.191645258,10.0,BAERLOCHER PRODUCTION USA LLC,Hamilton-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000390336,3676 DAVIS RD. N.W.,-81.49331,478.0,110000390336,DOVER,44622-9771,40.532040001,67.0,BAERLOCHER USA,Tuscarawas-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,"81 Shell Oil Road, #603",-104.25614,479.0,PENDING,Baker,59313,46.382750001,6.0,Baker Gas Plant,Fallon-MT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,9208 HWY 75,-91.01846,480.0,PENDING,GEISMAR,70734,30.197950001,1.0,BAKER HUGHES,Ascension-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,2929 Allen Parkway Suite 2100,-95.3962517,481.0,PENDING,Houston,77019,29.761398896,28.0,"Baker Hughes, Inc.",Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000481620,5135 BOYLAN STREET,-119.052076228,483.0,110000481620,BAKERSFIELD,93308-4511,35.400631411,3.0,BAKER PETROLITE,Kern-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000454348,800 BIRCH LAKE ROAD,-96.13507,482.0,110000454348,BARNSDALL,740020669,36.482670001,3.0,BAKER PETROLITE,Osage-OK
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000462981,13200 BAY PARK ROAD,-95.065410089,484.0,110000462981,PASADENA,77507-1108,29.643176215,38.0,BAKER PETROLITE BAYPORT FACILI TY,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000497775,16950 WALLISVILLE RD.,-95.12405,486.0,110000497775,HOUSTON,77049,29.821520001,3.0,BAKER PETROLITE CORP,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000494965,9100 WEST 21ST STREET,-96.099744361,485.0,110000494965,SAND SPRINGS,74063-8520,36.133665913,37.0,BAKER PETROLITE CORP,Tulsa-OK
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000458344,806 PALUXY STREET,-94.890360241,487.0,110000458344,KILGORE,75662-7126,32.363404218,3.0,BAKER PETROLITE KILGORE BLEND PLANT,Gregg-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000449435,135 INDUSTRIAL DRIVE,-92.305516568,488.0,110000449435,RAYNE,70578-4019,30.2299324,2.0,BAKER PETROLITE-RAYNE FACILITY,Acadia-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,34538 County Road 130,-104.264713503,489.0,,Sidney,59270,47.79085269,2.0,Bakken Gas Plant,Richland-MT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040951903,P O BOX 2706,-115.76754,490.0,110040951903,ELKO,89803-2706,40.835680001,9.0,BALD MOUNTAIN MINE,Elko-NV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,4208 W. White Road,-83.89731,491.0,PENDING,Oakwood,30566,34.213640001,6.0,"Barbe America, Inc.",Hall-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,4289 County Road 215,-108.10852,492.0,,Parachute,81635,39.48953889,6.0,Bargath LLC - Parachute Creek Gas Plant,Garfield-CO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,2800 County Road 24,-108.337943113,493.0,,Meeker,81641,39.898766034,2.0,Bargath LLC - Ryan Gulch Compressor Station,Rio Blanco-CO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,3.5 miles west of County Road 68,-108.395013512,494.0,,Meeker,81641,39.90348453,2.0,Bargath LLC - Sagebrush Gas Plant,Rio Blanco-CO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008632195,835 N CASSADY AVE,-82.93109,495.0,110008632195,COLUMBUS,43219,39.987250001,1.0,BARNEBEY SUTCLIFFE CORP  *,Franklin-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041514091,27 MILES N. OF CARLIN,-115.76754,496.0,110041514091,ELKO,89803,40.835680001,9.0,BARRICK GOLDSTRIKE MINES INC,ELKO-NV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110005670577,1277 DEDRICK RD,-83.229393325,497.0,110005670577,MCINTYRE,31054-2701,32.849665869,3.0,BASF CATALYSTS (MCINTYRE PLANTS),Wilkinson-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110011772698,600 EAST MCDOWELL ROAD,-90.2062,498.0,110011772698,JACKSON,39204-5992,32.268290001,1.0,BASF CATALYSTS LLC,HINDS-MS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043972207,2525 SOUTH KENSINGTON ROAD,-87.88238,499.0,110043972207,KANKAKEE,60901,41.083510001,20.0,BASF CHEMICALS,Kankakee-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000452082,100 BRIDGEPORT RD.,-90.09678,502.0,110000452082,WEST MEMPHIS,723016413,35.136560001,23.0,BASF CORP,Crittendon-AR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110029946860,100 CAMPUS DR,-74.42721,510.0,110029946860,FLORHAM PARK,07932-1089,40.784870001,623.0,BASF CORP,Morris-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000385440,120 PINE STREET,-82.102988367,501.0,110000385440,ELYRIA,44035-5228,41.370042042,10.0,BASF CORP,Lorain-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000605051,1379 CIBA RD,-86.83163,507.0,110000605051,MC INTOSH,365530113,33.279660001,31.0,BASF CORP,Washington-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000818045,1729 EAST AVENUE,-80.056046623,508.0,110000818045,ERIE,16503-2367,42.127074021,16.0,BASF CORP,Erie-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000581978,2 PLEASANT VIEW AVENUE,-74.97233,505.0,110000581978,WASHINGTON,07882-2320,40.753950001,2.0,BASF CORP,Warren-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041998005,205 SOUTH JAMES STREET,-75.60906,511.0,110041998005,NEWPORT,19804-2424,39.711610001,11.0,BASF CORP,New Castle-DE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110020677999,2301 WILROY RD,-76.54189,509.0,110020677999,SUFFOLK,234390820,36.776210001,1.0,BASF CORP,Suffolk City-VA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000496865,3400 BANK STREET,-85.80316,504.0,110000496865,LOUISVILLE,40212-2198,38.272480001,13.0,BASF CORP,Jefferson-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000371865,3805 AMNICOLA HIGHWAY,-85.25834,500.0,110000371865,CHATTANOOGA,37406-1048,35.091240001,2.0,BASF CORP,HAMILTON-TN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000463392,602 COPPER ROAD,-95.39355,503.0,110000463392,FREEPORT,77541-3001,29.003900001,19.0,BASF CORP,Brazoria-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000597364,8404 RIVER ROAD HIGHWAY 75,-90.99224,506.0,110000597364,GEISMAR,70734,30.239600001,40.0,BASF CORP,Ascension-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000464239,14385 WEST PORT ARTHUR ROAD,-94.052958797,512.0,110000464239,BEAUMONT,77705-9290,29.971710603,11.0,BASF CORP - BEAUMONT,Jefferson-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000360378,1800 EAST PRESIDENT STREET,-81.0604,513.0,110000360378,SAVANNAH,31404-1020,32.070690001,7.0,BASF CORP - SAVANNAH OPERATIONS,CHATHAM-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110020994254,3938 PORETT DR-B,-87.90038,514.0,110020994254,GURNEE,60031-1244,42.383780001,26.0,BASF CORP AT LAMBENT,Lake-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110007248683,141 ENGELHARD RD,-84.487766028,515.0,110007248683,ATTAPULGUS,39815-9607,30.749049802,5.0,BASF CORP ATTAPULGUS OPS,DECATUR-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000449845,3502 SOUTH RIVERVIEW DRIVE,-91.22689,516.0,110000449845,PORT ALLEN,70767-3800,30.499100001,1.0,BASF CORP PORT ALLEN WORKS,West Baton Rouge-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110030924613,1057 LOWER SOUTH STREET,-73.93507,517.0,110030924613,PEEKSKILL,10566-5302,41.275080001,4.0,BASF CORPORATION,Westchester-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040442063,3150 HWY JJ,-91.55118,518.0,110040442063,PALMYRA,63461-2611,39.790660001,8.0,BASF CORPORATION,Marion-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015686845,1424 MARS EVANS CITY RD,-80.035698415,519.0,110015686845,EVANS CITY,16033,40.748008589,6.0,BASF EVANS CITY PLT,Butler-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110006134691,7501 GULFWAY DR,-93.88531,520.0,110006134691,PORT ARTHUR,77642-0301,29.949450001,14.0,BASF FINA PETROCHEMICALS,Jefferson-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002081942,4403 LA PORTE ROAD,-95.22821,521.0,110002081942,PASADENA,77501,29.709770001,7.0,BASF PASADENA PLANT,HARRIS-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110044690787,UNKNOWN,-91.39821,522.0,110044690787,NATCHEZ,39122,31.559210001,1.0,BASSO CHEMICAL,Adams-MS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110028206938,300 GRAND AVENUE,-73.97779,523.0,110028206938,ENGLEWOOD,07631-4398,40.883200001,25.0,BASSTECH INTERNATIONAL LLC,Bergen County-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002102643,3211 POWERS AVE.,-81.62428,524.0,110002102643,JACKSONVILLE,32207,30.266710001,2.0,BASTECH INC,Duval-FL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000326852,1575 CLINTON STREET,-78.818709351,525.0,110000326852,BUFFALO,14206-3064,42.872020001,3.0,BATTENFELD AMERICAN INC,Erie-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000763727,1174 ERIE AVE.,-78.84771,526.0,110000763727,N TONAWANDA,14120-3073,43.050810001,6.0,BATTENFELD GREASE & OIL CORPN Y,Niagara-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,925 Walnut Ridge Dr.,-88.35788,527.0,PENDING,Hartland,53029,43.085230001,1.0,"Batteries Plus, LLC",Waukesha-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110014029719,31 WEST 238 91ST,-88.19053,528.0,110014029719,NAPERVILLE,60564,41.312070001,5.0,BATTERY BUILDERS INCORPORATED,Will-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038129744,3100 MCCLAREN WOODS DR,-80.219271666,529.0,110038129744,CORAOPOLIS,15108,40.463781107,1.0,BAULE USA,Allegheny-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000443226,8400 HAWTHORN ROAD,-94.481227977,530.0,110000443226,KANSAS CITY,64120-2301,39.125148182,44.0,BAYER CROPSCIENCE,Jackson-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043803676,ROUTE 25 AND INTERSTATE 64,-81.76598,531.0,110043803676,INSTITUTE,25112,38.383180001,14.0,BAYER CROPSCIENCE INSTITUTE PLANT,Kanawha-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110017793324,100 BAYER RD,-80.16307,532.0,110017793324,PITTSBURGH,15205-9741,40.441280001,37.0,BAYER MATERIAL SCIENCE,Allegheny-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000608030,STATE ROUTE 2,-80.86305,533.0,110000608030,NEW MARTINSVILLE,26155-0500,39.630180001,1.0,BAYER MATERIALSCIENCE,Wetzel-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000463098,8500 WEST BAY ROAD MS01A,-94.91273847,534.0,110000463098,BAYTOWN,77523-8727,29.747288156,15.0,BAYER MATERIALSCIENCE BAYTOWN,Harris-TX
